"Player_Name","Season","Team","CapHit","S.C","Games_Played","GS","Wins","Losses","T","OT","SA","Svs","GA","Svpercent","GAA","TOI","SO","G","A","P","PIM","Cap_Hit","Sv_percent","TOI_minutes","Cap_Hit_Bin","Wins_per_M","SvPct_per_M","SO_per_M","Predicted_Wins","Wins_Bin","Cap_Percent","Predicted_Cap_Hit"
"John Gibson","2024-2025","ANA",6400000,"L",29,28,11,11,"--",2,811,740,72,0.912,2.77,"1562:09:00",0,0,1,1,4,6.4,0.912,1562.15,"High",1.71875,0.1425,0,13.7496476433876,"Mid-High",0.0727272727272727,0.0276514713749752
"Jonas Johansson","2024-2025","TBL",775000,"L",19,18,9,6,"--",3,554,496,58,0.895,3.13,"1110:15:00",1,0,0,0,0,0.775,0.895,1110.25,"Low",11.6129032258065,1.15483870967742,1.29032258064516,8.88732098910674,"Mid-Low",0.00880681818181818,0.022483738082823
"Jonathan Quick","2024-2025","NYR",1275000,"L",24,20,11,7,"--",2,657,587,70,0.893,3.17,"1325:41:00",3,0,1,1,2,1.275,0.893,1325.68333333333,"Mid-High",8.62745098039216,0.700392156862745,2.35294117647059,10.8138762511846,"Mid-High",0.0144886363636364,0.0255332501453954
"Joonas Korpisalo","2024-2025","BOS",4000000,"L",27,24,11,10,"--",3,693,619,74,0.893,2.9,"1529:42:00",3,0,0,0,0,4,0.893,1529.7,"High",2.75,0.22325,0.75,12.9409738592073,"Mid-High",0.0454545454545455,0.0278066883881025
"Jordan Binnington","2024-2025","STL",6000000,"L",56,54,28,22,"--",5,1457,1312,145,0.9,2.69,"3238:59:00",3,0,0,0,6,6,0.9,3238.98333333333,"High",4.66666666666667,0.15,0.5,28.2534208417043,"High",0.0681818181818182,0.0517163356261716
"Joseph Woll","2024-2025","TOR",766666,"L",42,41,27,14,"--",1,1216,1105,111,0.909,2.73,"2442:20:00",1,0,0,0,0,0.766666,0.909,2442.33333333333,"Low",35.217421928193,1.18565320491583,1.30434896030344,20.7271687591523,"High",0.00871211363636364,0.0422969150441726
"Justus Annunen","2024-2025","NSH",837500,"L",34,29,15,15,"--",1,814,719,95,0.883,3.18,"1789:49:00",0,0,0,0,0,0.8375,0.883,1789.81666666667,"Mid-Low",17.910447761194,1.05432835820896,0,14.7084205000422,"Mid-High",0.00951704545454546,0.0321661842375358
"Juuse Saros","2024-2025","NSH",5000000,"L",58,58,20,31,"--",6,1592,1426,167,0.896,2.98,"3357:49:00",4,0,1,1,4,5,0.896,3357.81666666667,"High",4,0.1792,0.8,29.1229652193356,"Mid-High",0.0568181818181818,0.0507715415151296
"Kaapo Kahkonen","2024-2025","COL",1000000,"L",1,1,0,1,"--",0,20,16,4,0.8,4.12,"58:16:00",0,0,0,0,0,1,0.8,58.2666666666667,"Mid-Low",0,0.8,0,-1.4327249224454,"Low",0.0113636363636364,0.0106701427027789
"Karel Vejmelka","2024-2025","UTA",2725000,"R",58,55,26,22,"--",8,1509,1364,145,0.904,2.58,"3368:20:00",1,0,1,1,0,2.725,0.904,3368.33333333333,"Mid-High",9.54128440366972,0.331743119266055,0.36697247706422,29.0270795908824,"High",0.0309659090909091,0.0524544782107439
"Kevin Lankinen","2024-2025","VAN",875000,"L",51,49,25,15,"--",10,1345,1213,132,0.902,2.62,"3019:47:00",4,0,1,1,0,0.875,0.902,3019.78333333333,"Mid-Low",28.5714285714286,1.03085714285714,4.57142857142857,25.7183856367643,"High",0.00994318181818182,0.0483276244733599
"Leevi Meriläinen","2024-2025","OTT",820000,"L",12,11,8,3,"--",1,295,273,22,0.925,1.99,"662:59:00",3,0,0,0,0,0.82,0.925,662.983333333333,"Mid-Low",9.75609756097561,1.1280487804878,3.65853658536585,5.3292936495851,"Mid-Low",0.00931818181818182,0.0163864115923561
"Linus Ullmark","2024-2025","OTT",5000000,"L",44,43,25,14,"--",3,1229,1118,112,0.91,2.72,"2467:17:00",4,0,2,2,0,5,0.91,2467.28333333333,"High",5,0.182,0.8,21.484446476102,"High",0.0568181818181818,0.04195329040666
"Logan Thompson","2024-2025","WSH",766667,"R",43,42,31,6,"--",6,1172,1067,105,0.91,2.49,"2535:09:00",2,0,1,1,0,0.766667,0.91,2535.15,"Low",40.434765028363,1.1869560056713,2.60869451795891,21.5525070542047,"High",0.008712125,0.0444929092816623
"Louis Domingue","2024-2025","NYR",775000,"R",1,1,1,0,"--",0,27,25,2,0.926,2,"60:00:00",0,0,0,0,0,0.775,0.926,60,"Low",1.29032258064516,1.19483870967742,0,0.0509190628542997,"Low",0.00880681818181818,0.00755934978990055
"Lukas Dostal","2024-2025","ANA",812500,"L",54,49,23,23,"--",7,1625,1467,158,0.903,3.1,"3057:39:00",1,0,0,0,0,0.8125,0.903,3057.65,"Mid-Low",28.3076923076923,1.11138461538462,1.23076923076923,26.054355742946,"High",0.00923295454545455,0.0481279353507642
"Mackenzie Blackwood","2024-2025","COL",2350000,"L",56,53,28,21,"--",6,1549,1413,137,0.912,2.55,"3223:38:00",4,0,1,1,2,2.35,0.912,3223.63333333333,"Mid-High",11.9148936170213,0.388085106382979,1.70212765957447,27.8072563529976,"High",0.0267045454545455,0.0512188717777414
"Mads Sogaard","2024-2025","OTT",775000,"L",2,1,1,1,"--",0,40,32,8,0.8,5.24,"91:33:00",0,0,0,0,2,0.775,0.8,91.55,"Low",1.29032258064516,1.03225806451613,0,-1.16901968474026,"Low",0.00880681818181818,0.0113382576600089
"Marc-Andre Fleury","2024-2025","MIN",2500000,"L",26,22,14,9,"--",1,670,602,68,0.899,2.93,"1390:16:00",1,0,0,0,2,2.5,0.899,1390.26666666667,"Mid-High",5.6,0.3596,0.4,11.6035767091074,"Mid-High",0.0284090909090909,0.0269813982606833
"Marcus Hogberg","2024-2025","NYI",775000,"L",15,11,2,6,"--",3,335,294,41,0.878,3.38,"728:13:00",0,0,0,0,0,0.775,0.878,728.216666666667,"Low",2.58064516129032,1.13290322580645,0,5.33721186588047,"Low",0.00880681818181818,0.0166084284496525
"Matt Villalta","2024-2025","UTA",775000,"L",1,1,1,0,"--",0,31,28,3,0.903,3,"60:00:00",0,0,0,0,0,0.775,0.903,60,"Low",1.29032258064516,1.16516129032258,0,-0.222242170900829,"Low",0.00880681818181818,0.00818497420772661
"Nico Daws","2024-2025","NJD",812500,"L",6,4,3,1,"--",0,114,107,7,0.939,1.6,"262:51:00",1,0,0,0,0,0.8125,0.939,262.85,"Mid-Low",3.69230769230769,1.15569230769231,1.23076923076923,1.98779358725661,"Mid-Low",0.00923295454545455,0.010060624877788
"Nikita Tolopilo","2024-2025","VAN",950000,"L",2,1,1,1,"--",0,26,23,3,0.885,2.15,"83:39:00",0,0,0,0,0,0.95,0.885,83.65,"Mid-Low",1.05263157894737,0.931578947368421,0,-0.206973294230244,"Low",0.0107954545454545,0.00893813460206136
"Nikke Kokko","2024-2025","SEA",892000,"L",1,0,0,0,"--",0,6,4,2,0.667,4.01,"29:57:00",0,0,0,0,0,0.892,0.667,29.95,"Mid-Low",0,0.747757847533632,0,-3.27391965673659,"Low",0.0101363636363636,0.0139723401081653
"Olivier Rodrigue","2024-2025","EDM",775000,"L",2,1,0,1,"--",0,29,25,4,0.862,3.1,"77:25:00",0,0,0,0,0,0.775,0.862,77.4166666666667,"Low",0,1.11225806451613,0,-0.55653903085017,"Low",0.00880681818181818,0.00919707288938017
"Petr Mrazek","2024-2025","DET",4250000,"L",38,38,12,21,"--",2,1066,950,116,0.891,3.35,"2080:07:00",1,0,0,0,0,4.25,0.891,2080.11666666667,"High",2.82352941176471,0.209647058823529,0.235294117647059,17.7722755959448,"Mid-High",0.0482954545454545,0.03429182631616
"Pheonix Copley","2024-2025","LAK",775000,"L",1,0,0,0,"--",0,12,10,2,0.833,4.37,"27:29:00",0,0,0,0,0,0.775,0.833,27.4833333333333,"Low",0,1.07483870967742,0,-1.33858423464067,"Low",0.00880681818181818,0.00942947683489184
"Philipp Grubauer","2024-2025","SEA",5900000,"L",26,26,8,17,"--",1,681,596,85,0.875,3.49,"1460:29:00",0,0,0,0,0,5.9,0.875,1460.48333333333,"High",1.35593220338983,0.148305084745763,0,12.3569770222956,"Mid-Low",0.0670454545454545,0.0266333219504248
"Pyotr Kochetkov","2024-2025","CAR",2000000,"L",47,47,27,16,"--",3,1172,1052,121,0.898,2.6,"2790:42:00",2,0,3,3,8,2,0.898,2790.7,"Mid-High",13.5,0.449,1,23.803131455546,"High",0.0227272727272727,0.0464781139903839
"Sam Montembeault","2024-2025","MTL",3150000,"L",62,60,31,24,"--",7,1678,1513,166,0.902,2.82,"3533:59:00",4,0,1,1,0,3.15,0.902,3533.98333333333,"Mid-High",9.84126984126984,0.286349206349206,1.26984126984127,30.5079930446207,"High",0.0357954545454545,0.0558409118509107
"Samuel Ersson","2024-2025","PHI",1450000,"L",47,45,22,17,"--",5,1162,1026,136,0.883,3.14,"2601:47:00",2,0,0,0,2,1.45,0.883,2601.78333333333,"Mid-High",15.1724137931034,0.608965517241379,1.37931034482759,21.9008498655688,"High",0.0164772727272727,0.04329482874808
"Scott Wedgewood","2024-2025","COL",1500000,"L",24,22,14,6,"--",2,578,525,53,0.908,2.32,"1373:05:00",2,0,0,0,0,1.5,0.908,1373.08333333333,"Mid-High",9.33333333333333,0.605333333333333,1.33333333333333,11.4354425715707,"Mid-High",0.0170454545454545,0.0265451080402311
"Sebastian Cossa","2024-2025","DET",863333,"L",1,0,1,0,"--",0,14,12,2,0.857,2.67,"45:00:00",0,0,0,0,0,0.863333,0.857,45,"Mid-Low",1.15830160552186,0.99266447593223,0,-0.889036394291138,"Low",0.00981060227272727,0.00926907212283003
"Semyon Varlamov","2024-2025","NYI",2750000,"L",10,10,3,4,"--",3,262,233,29,0.889,2.89,"602:24:00",0,0,0,0,0,2.75,0.889,602.4,"Mid-High",1.09090909090909,0.323272727272727,0,4.61091527474678,"Mid-Low",0.03125,0.0152044176315054
"Sergei Bobrovsky","2024-2025","FLA",10000000,"L",54,54,33,19,"--",2,1377,1247,130,0.906,2.44,"3199:59:00",5,0,1,1,4,10,0.906,3199.98333333333,"High",3.3,0.0906,0.5,28.4805796717422,"High",0.113636363636364,0.0526046650471624
"Spencer Knight","2024-2025","CHI",4500000,"L",38,36,17,16,"--",3,1011,912,100,0.902,2.72,"2202:51:00",2,0,2,2,0,4.5,0.902,2202.85,"High",3.77777777777778,0.200444444444444,0.444444444444444,19.0096808399942,"Mid-High",0.0511363636363636,0.0368464087989326
"Spencer Martin","2024-2025","CAR",4500000,"L",9,7,3,4,"--",1,175,148,27,0.846,3.89,"415:59:00",1,0,0,0,0,4.5,0.846,415.983333333333,"High",0.666666666666667,0.188,0.222222222222222,2.68417880119869,"Mid-Low",0.0511363636363636,0.0142967487862937
"Stuart Skinner","2024-2025","EDM",2600000,"L",51,50,26,18,"--",4,1325,1187,138,0.896,2.81,"2942:27:00",3,0,0,0,0,2.6,0.896,2942.45,"Mid-High",10,0.344615384615385,1.15384615384615,25.1839973369009,"High",0.0295454545454545,0.0479263006230336
"Thatcher Demko","2024-2025","VAN",5000000,"L",23,23,10,8,"--",3,569,506,63,0.889,2.9,"1301:58:00",1,0,0,0,0,5,0.889,1301.96666666667,"High",2,0.1778,0.2,11.021998120524,"Mid-Low",0.0568181818181818,0.0250805445774048
"Trent Miner","2024-2025","COL",775000,"L",2,1,0,1,"--",0,33,29,4,0.879,2.62,"91:38:00",0,0,0,0,0,0.775,0.879,91.6333333333333,"Low",0,1.1341935483871,0,-0.230039881674728,"Low",0.00880681818181818,0.00889307676945292
"Tristan Jarry","2024-2025","PIT",5375000,"L",36,35,16,12,"--",6,971,867,105,0.893,3.12,"2019:54:00",2,0,1,1,2,5.375,0.893,2019.9,"High",2.97674418604651,0.166139534883721,0.372093023255814,17.4082580411952,"Mid-High",0.0610795454545455,0.0347553086559184
"Tristan Lennox","2024-2025","NYI",867500,"L",1,0,0,0,"--",0,2,1,1,0.5,12.72,"4:43",0,0,0,0,0,0.8675,0.5,4.71666666666667,"Mid-Low",0,0.576368876080692,0,-5.48150554397392,"Low",0.00985795454545455,0.0182337324098034
"Ukko-Pekka Luukkonen","2024-2025","BUF",4750000,"L",55,55,24,24,"--",5,1490,1321,169,0.887,3.2,"3172:13:00",2,0,1,1,2,4.75,0.887,3172.21666666667,"High",5.05263157894737,0.186736842105263,0.421052631578947,27.3583385996929,"High",0.0539772727272727,0.0501370395604368
"Victor Ostman","2024-2025","SEA",870000,"L",1,0,0,0,"--",0,12,12,0,1,0,"20:00",0,0,0,0,0,0.87,1,20,"Mid-Low",0,1.14942528735632,0,0.591039032276206,"Low",0.00988636363636364,0.00480350980321253
"Ville Husso","2024-2025","ANA",4750000,"L",13,11,2,6,"--",3,336,299,37,0.89,3.47,"639:46:00",0,0,0,0,0,4.75,0.89,639.766666666667,"High",0.421052631578947,0.187368421052632,0,5.19913100982146,"Low",0.0539772727272727,0.0152963824484151
"Vitek Vanecek","2024-2025","FLA",3400000,"L",25,24,5,14,"--",4,724,640,84,0.884,3.62,"1393:38:00",1,0,1,1,0,3.4,0.884,1393.63333333333,"Mid-High",1.47058823529412,0.26,0.294117647058824,11.5669171410564,"Mid-Low",0.0386363636363636,0.0247518995491403
"Yaniv Perets","2024-2025","CAR",805000,"L",1,0,0,0,"--",0,7,6,1,0.857,7.32,"8:12",0,0,0,0,0,0.805,0.857,8.2,"Mid-Low",0,1.06459627329193,0,-1.21881618442803,"Low",0.00914772727272727,0.00856176956089359
"Yaroslav Askarov","2024-2025","SJS",1775000,"R",13,12,4,6,"--",2,357,320,37,0.896,3.1,"716:48:00",0,0,1,1,0,1.775,0.896,716.8,"Mid-High",2.25352112676056,0.504788732394366,0,5.57535810729925,"Mid-Low",0.0201704545454545,0.0165860401909014
